MaxT,MinT,WindSpeed,Humidity ,Precipitation
30.9,19.7,1.7,67.6,0.0
30.2,21.3,1.4,69.0,0.0
30.5,21.3,1.4,67.3,3.6
30.6,22.3,1.3,64.1,0.0
29.6,21.3,2.1,70.2,0.0
29.3,20.7,2.0,68.5,0.0
29.4,20.5,1.7,71.6,0.0
30.0,19.2,1.2,64.6,0.0
30.4,20.0,1.4,70.8,0.0
30.0,20.6,1.2,71.3,0.0
29.9,20.9,0.9,68.7,0.0
30.2,21.0,1.3,72.0,0.0
30.1,21.0,1.3,70.3,0.0
30.4,21.0,1.4,71.6,0.0
28.8,22.4,1.7,72.8,0.0
29.8,22.6,1.9,70.4,0.0
30.7,22.2,2.1,67.8,0.0
29.9,21.4,2.9,64.9,0.0
27.7,21.3,2.8,67.4,0.0
28.1,22.2,1.7,72.8,4.4
30.9,22.2,1.6,66.2,0.0
32.0,20.9,1.2,70.1,0.0
32.4,20.4,1.2,64.1,0.0
32.5,20.8,0.8,63.7,0.0
33.4,18.0,0.7,61.3,0.0
30.9,17.8,0.7,62.9,0.0
31.5,19.8,0.9,69.4,0.0
31.2,20.2,0.7,72.6,0.0
31.8,20.9,0.5,69.3,0.0
32.0,22.1,0.7,68.8,0.0
31.6,22.9,1.3,63.8,0.0
30.9,21.7,1.4,67.6,0.0
30.2,20.4,1.4,66.5,0.0
29.2,18.7,1.6,67.5,0.0
29.0,17.3,1.5,68.1,0.0
29.4,16.9,1.3,62.8,0.0
29.7,17.9,1.5,64.6,0.0
29.9,18.2,1.4,63.0,0.0
30.2,18.8,1.3,66.3,0.0
30.5,18.7,1.3,67.4,0.0
31.1,17.5,1.1,63.4,0.0
31.0,17.9,1.4,61.7,0.0
30.8,18.6,1.2,61.5,0.0
30.9,19.5,1.3,67.1,0.0
31.3,19.6,1.2,63.6,0.0
31.5,19.5,1.3,66.9,0.0
30.8,19.3,1.1,61.5,0.0
30.6,21.2,1.4,61.2,0.0
30.3,19.3,1.5,55.4,0.0
30.3,18.4,0.9,62.6,0.0
30.4,18.0,1.0,68.5,0.0
30.8,18.7,1.2,63.1,0.0
31.0,19.6,1.4,72.3,0.0
30.9,21.2,1.7,65.0,0.0
30.4,20.6,2.0,70.7,0.0
30.3,21.1,1.5,70.2,0.0
31.3,21.9,1.8,74.1,0.0
31.2,23.4,2.2,74.1,0.0
29.6,22.3,1.6,65.6,0.0
29.2,20.7,1.4,69.9,0.0
30.2,20.3,1.2,66.5,0.0
31.2,21.1,1.5,71.1,0.0
32.0,22.5,1.7,66.0,0.0
30.4,22.6,1.2,65.4,0.0
29.8,20.9,1.4,60.9,0.0
30.8,22.1,1.9,66.7,0.0
30.2,23.8,1.5,69.6,0.0
30.8,23.9,1.8,69.3,0.0
30.8,22.5,2.1,67.0,0.0
31.0,21.6,1.7,64.8,0.0
31.0,22.2,1.4,69.9,0.0
31.0,24.1,2.2,69.7,19.8
28.6,23.2,1.9,72.6,0.0
27.1,22.7,2.2,66.9,0.0
27.2,23.7,2.4,65.5,0.0
29.6,22.8,2.1,56.5,0.0
30.8,22.5,1.5,62.3,0.0
31.3,21.8,1.6,60.6,0.0
31.3,21.6,1.4,62.5,0.0
31.7,21.9,1.3,62.6,0.0
31.7,21.2,1.2,65.2,0.0
31.7,22.2,1.3,62.7,0.0
31.2,21.8,1.1,62.3,0.0
32.1,21.7,1.5,66.7,0.0
31.3,21.7,1.7,62.2,0.0
31.7,22.1,1.3,59.2,0.0
32.2,21.7,1.5,62.9,0.0
32.1,21.6,1.4,67.0,0.0
32.6,22.3,1.6,62.9,0.0
32.0,22.6,1.6,56.6,0.0
32.3,22.7,1.6,51.6,0.0
32.1,21.4,1.7,57.0,0.0
33.5,21.4,1.5,55.6,0.0
34.0,22.1,1.5,58.2,0.0
33.6,21.7,1.2,50.2,0.0
33.5,21.3,1.3,49.5,0.0
33.1,21.3,1.6,55.6,0.0
33.0,21.4,1.7,53.8,0.0
34.7,21.2,1.1,58.2,0.0
35.3,20.5,1.4,63.1,0.0
34.7,21.3,1.5,48.1,0.0
34.1,20.6,1.3,53.7,0.0
33.0,21.7,1.4,59.1,0.0
33.5,22.6,1.8,55.3,0.0
33.2,25.0,2.3,59.8,0.0
32.7,23.9,2.3,62.9,0.0
33.7,24.9,1.6,61.4,0.0
34.3,24.8,1.8,60.3,0.0
34.3,24.7,2.0,58.5,0.0
33.9,24.9,2.1,61.9,0.0
34.2,25.3,2.8,67.4,0.0
34.2,25.0,3.0,67.7,0.0
32.5,24.6,2.1,80.5,1.0
31.7,24.6,2.2,79.0,1.0
31.4,24.0,1.3,74.4,3.1
28.5,23.7,1.3,79.7,7.1
30.1,24.6,1.7,76.4,2.0
33.0,24.3,1.5,73.9,0.0
33.7,24.9,1.9,68.3,9.4
34.1,25.1,2.0,59.8,6.3
33.4,24.3,1.8,65.4,0.0
33.7,25.0,2.2,71.2,0.0
31.7,24.2,2.5,68.7,6.3
34.4,25.4,1.7,62.2,0.0
34.2,25.4,2.3,64.3,4.3
34.8,26.1,2.2,57.8,0.0
34.4,26.4,2.3,66.5,0.0
33.6,25.7,3.1,63.4,0.0
33.3,25.0,2.9,72.1,0.0
33.5,25.5,1.4,65.8,0.0
34.3,24.7,1.8,58.4,0.0
34.5,25.3,2.2,66.2,0.0
35.1,23.1,2.1,60.4,0.0
36.2,25.0,2.0,56.7,0.0
35.9,25.2,2.3,55.2,0.0
35.7,26.2,1.8,57.2,0.0
35.3,25.8,2.0,53.1,0.0
35.5,26.6,2.6,60.4,0.0
35.3,26.9,2.3,67.3,0.0
36.4,26.8,2.5,56.1,0.0
37.2,27.2,2.6,63.1,0.0
37.8,27.8,2.4,51.6,0.0
37.9,27.5,2.4,49.8,0.0
38.0,26.6,3.0,52.8,0.0
38.1,26.8,3.3,50.3,0.0
36.5,27.3,2.7,48.6,0.0
35.3,27.6,2.3,56.5,0.0
35.0,26.2,2.2,60.2,0.0
35.5,26.7,2.3,55.9,0.0
36.0,27.1,2.5,55.9,0.0
35.4,27.1,3.2,58.4,0.0
36.1,27.7,2.9,55.0,0.0
37.2,28.3,3.2,48.4,0.0
39.4,28.8,3.5,45.0,0.0
41.5,28.6,3.7,49.9,0.0
42.9,28.1,4.4,46.7,0.0
41.8,28.0,4.0,45.9,0.0
41.3,30.1,4.9,47.5,0.0
40.0,29.4,4.1,46.6,0.0
37.4,28.9,4.1,45.8,0.0
37.7,29.0,3.4,47.5,0.0
40.3,28.4,3.8,52.6,0.0
39.3,29.1,4.1,48.3,0.0
38.3,28.7,3.8,46.1,0.0
38.9,28.6,3.9,47.3,4.2
38.1,28.5,3.9,54.2,0.0
41.3,29.3,3.7,48.1,0.0
43.2,29.6,4.7,53.4,0.0
42.6,30.4,4.7,41.7,0.0
43.7,30.2,5.5,48.7,0.0
43.5,29.6,4.9,44.9,0.0
43.1,30.3,4.9,46.4,0.0
42.7,30.0,4.6,45.9,0.0
41.7,29.4,3.7,46.0,0.0
40.7,29.6,3.7,48.2,0.0
39.5,28.8,3.9,54.3,0.0
37.5,27.8,3.5,63.5,5.4
38.4,27.6,3.4,59.5,0.0
37.4,28.6,3.0,62.6,10.8
38.7,28.3,3.9,61.7,8.7
37.7,28.1,4.3,67.2,0.0
38.4,27.6,4.1,57.1,6.5
38.0,28.1,3.6,55.7,0.0
37.2,30.0,3.8,49.8,4.3
38.4,28.0,3.8,58.2,0.0
36.4,26.5,3.9,62.8,0.0
36.6,28.3,3.5,68.0,0.0
36.4,28.4,4.0,63.8,0.0
39.5,28.7,5.0,65.3,16.2
36.7,28.5,4.7,57.8,16.8
36.3,27.2,4.5,67.1,4.2
33.3,26.5,4.2,65.9,21.0
34.3,27.1,5.5,67.0,12.6
33.8,27.0,5.5,66.8,8.4
32.2,27.1,5.8,64.4,18.8
32.2,25.2,3.7,72.9,21.1
30.4,25.6,5.7,72.7,0.0
33.8,27.2,6.0,64.9,9.4
33.7,28.4,6.3,67.2,0.0
35.2,28.2,5.7,62.2,0.0
36.2,29.3,5.4,61.9,0.0
35.4,28.9,5.2,62.4,0.0
36.7,28.9,5.5,64.3,3.1
37.5,28.5,5.2,61.9,0.0
37.9,28.9,4.6,70.1,0.0
36.8,28.2,4.6,63.2,0.0
34.4,28.4,5.1,70.1,10.3
34.8,27.9,4.4,64.4,5.1
34.4,26.3,5.5,73.1,5.1
32.9,26.3,4.8,70.4,0.0
33.2,26.4,4.6,74.7,9.6
31.3,25.8,4.9,72.2,16.6
33.8,25.9,4.3,73.5,6.0
34.6,27.9,5.0,63.0,0.0
34.6,27.8,5.1,71.1,0.0
35.9,27.6,5.4,64.9,0.0
35.7,28.3,4.7,61.8,0.0
36.4,28.6,4.9,75.3,6.5
32.9,28.6,5.1,70.0,21.5
32.9,26.6,5.2,72.1,7.3
32.7,26.6,5.1,71.6,0.0
32.7,26.5,5.0,70.8,7.1
31.5,26.5,5.1,67.7,0.0
29.7,25.5,4.9,72.4,25.1
34.3,26.6,5.3,68.6,0.0
36.0,28.0,4.9,67.8,0.0
36.8,27.4,4.6,68.6,0.0
35.6,27.9,3.9,68.0,0.0
35.3,28.3,3.7,60.5,14.6
36.1,27.3,3.5,61.2,13.5
35.6,26.2,3.0,72.1,0.0
34.9,26.7,4.1,72.5,13.7
33.4,26.1,3.4,72.3,20.6
33.5,25.5,3.1,73.0,0.0
30.8,26.5,3.1,72.9,15.6
33.6,25.8,2.3,72.5,0.0
33.3,27.6,2.1,74.8,7.5
31.3,24.7,2.6,79.2,5.2
32.7,25.4,4.4,76.6,10.4
28.6,24.8,4.0,66.7,25.2
27.2,24.6,5.0,73.0,12.8
28.5,24.4,4.9,73.7,8.4
29.5,25.4,5.5,74.0,0.0
32.0,25.9,4.8,57.4,46.0
32.8,25.9,4.7,70.1,0.0
32.4,26.5,4.7,65.0,18.8
30.4,25.5,4.9,79.1,13.4
29.7,25.4,3.9,66.6,0.0
28.3,24.9,5.2,77.2,18.8
30.4,25.3,4.3,66.4,0.0
31.3,26.0,5.6,64.8,4.7
30.2,26.2,4.9,69.8,23.3
27.9,24.8,5.0,71.0,34.9
25.7,24.3,5.1,78.6,28.0
29.0,24.3,4.9,78.5,16.4
31.8,25.6,5.1,65.3,0.0
32.7,26.8,4.7,66.9,0.0
34.0,26.9,4.6,72.9,1.9
31.7,26.4,4.3,78.8,1.9
31.4,26.5,3.7,71.0,5.8
32.0,25.9,3.7,72.7,21.7
32.1,25.0,2.6,74.9,0.0
32.6,25.0,2.8,78.7,0.0
31.1,25.9,2.2,78.3,16.8
32.7,26.4,2.8,75.9,18.9
31.6,25.5,3.0,75.9,0.0
34.0,26.0,3.5,69.3,0.0
34.5,26.3,2.7,66.2,0.0
33.9,27.6,2.4,69.0,11.9
31.8,25.8,2.6,78.0,41.1
32.5,26.7,2.5,76.3,10.0
33.7,26.8,1.6,74.2,0.0
33.7,27.1,2.1,76.6,0.0
33.7,27.1,2.0,70.6,0.0
33.0,26.7,2.2,73.0,13.1
33.7,26.6,2.4,69.0,0.0
33.3,27.1,1.8,79.8,0.0
33.6,27.1,2.8,72.8,0.0
33.4,27.5,2.5,70.4,0.0
33.4,26.9,2.8,76.5,0.0
33.7,26.8,2.0,74.7,0.0
33.4,26.4,2.3,75.3,4.4
33.8,26.7,2.7,75.9,10.1
29.0,25.9,2.4,68.7,15.2
29.1,25.2,2.9,81.8,16.7
29.1,25.4,2.5,72.3,28.1
29.2,25.8,2.4,75.5,22.5
29.3,25.4,4.7,69.4,6.3
32.3,26.0,3.5,64.1,4.1
33.5,26.4,3.5,67.6,0.0
33.0,26.7,4.5,81.2,0.0
30.8,26.9,5.2,67.1,11.8
30.3,26.8,5.8,63.6,23.5
32.0,26.9,4.8,70.4,4.3
34.2,26.6,3.9,66.3,0.0
32.2,26.2,3.3,75.1,6.8
31.3,25.9,3.1,75.6,4.3
31.1,25.9,3.1,71.9,7.0
33.9,25.8,2.7,70.6,0.0
34.7,26.3,2.7,72.3,0.0
33.7,26.6,3.1,71.6,0.0
34.6,25.7,3.2,72.3,0.0
35.5,26.2,2.9,68.8,0.0
34.5,25.4,2.5,73.6,0.0
34.6,24.5,2.0,70.9,0.0
34.7,25.2,2.3,71.1,0.0
34.6,26.3,1.8,68.4,0.0
32.6,26.1,1.3,74.0,0.0
33.0,25.9,2.2,61.7,0.0
33.4,25.6,2.5,73.2,0.0
34.5,26.0,1.8,73.0,0.0
34.4,26.4,2.1,74.3,2.8
33.3,26.4,2.2,72.3,0.0
33.8,26.3,1.9,74.2,2.8
34.5,25.8,1.7,72.5,0.0
34.3,25.8,1.6,72.4,0.0
34.0,26.0,1.9,76.5,0.0
33.3,25.5,2.1,75.5,0.0
33.8,25.2,2.2,73.0,0.0
33.7,24.9,2.5,71.1,0.0
33.4,25.0,2.1,78.9,0.0
33.6,25.6,2.3,70.9,15.4
32.7,25.8,2.8,78.1,0.0
33.4,25.5,2.5,71.1,0.0
33.6,25.3,2.3,72.4,0.0
33.5,25.4,2.3,75.9,0.0
30.9,25.6,2.3,76.4,9.1
31.7,24.9,2.0,64.3,20.8
28.7,24.5,2.5,75.3,18.2
32.3,24.6,2.8,76.4,0.0
31.8,24.0,2.5,76.2,12.9
33.0,22.9,2.6,73.1,3.5
33.4,22.1,2.2,65.5,0.0
32.7,22.3,1.7,63.2,0.0
32.3,21.4,1.4,63.6,0.0
33.7,21.2,1.6,61.9,0.0
33.2,20.8,2.0,63.7,0.0
34.4,20.8,1.2,61.2,0.0
34.6,20.5,1.7,59.0,0.0
33.4,20.5,1.8,60.4,0.0
32.7,21.3,1.9,67.3,0.0
32.2,21.1,1.8,62.9,0.0
32.9,21.5,1.8,66.0,0.0
32.4,20.8,1.5,66.7,0.0
32.4,21.5,1.2,63.9,0.0
32.6,22.1,1.5,70.9,0.0
32.7,23.2,1.7,70.3,0.0
31.9,23.1,1.7,68.5,0.0
32.0,21.4,2.0,66.1,0.0
32.0,22.3,1.5,70.9,0.0
30.0,22.7,2.9,75.3,4.4
27.6,22.7,3.4,67.5,8.1
29.5,23.5,3.7,68.8,9.9
31.0,24.4,2.5,74.9,6.9
31.4,24.9,2.4,70.2,0.0
32.1,25.3,1.7,76.5,0.0
31.9,25.4,2.2,76.2,0.0
32.3,24.0,2.3,76.7,0.0
31.6,24.2,2.1,73.8,0.0
32.0,24.4,2.3,79.8,0.0
31.5,23.3,2.4,68.7,0.0
29.5,22.1,2.4,69.9,0.0
29.8,21.5,3.4,74.0,0.0
28.3,22.3,4.0,80.6,6.0
26.9,22.7,3.2,76.4,6.0
28.5,23.1,2.7,72.9,3.0
30.5,23.7,2.0,70.0,0.0
29.9,23.9,1.7,70.8,0.0
30.7,22.8,1.7,69.7,0.0
30.8,21.5,1.7,68.1,0.0
31.2,21.8,1.8,67.4,0.0
30.9,21.2,2.3,73.1,0.0
30.3,20.6,2.3,65.6,0.0
30.7,20.2,1.8,66.2,0.0
30.6,20.9,2.2,71.7,0.0
31.0,21.0,1.9,69.1,0.0
31.0,21.6,1.5,72.7,0.0
30.9,21.6,1.6,71.7,0.0
31.1,21.9,2.2,73.9,0.0
31.0,22.0,2.3,77.9,0.0
31.0,21.7,1.9,73.2,0.0
30.7,20.3,1.7,73.8,0.0
30.6,20.6,2.0,75.0,0.0
30.5,20.8,2.6,67.9,0.0
30.3,20.0,2.3,63.8,0.0
30.3,19.7,1.8,69.3,0.0
30.4,19.2,1.3,63.1,0.0
31.0,19.4,1.5,79.1,0.0
30.5,20.1,1.8,68.1,0.0
30.9,20.3,1.3,69.6,0.0
30.5,22.2,1.5,78.0,0.0
30.4,20.9,1.4,62.7,0.0
30.9,20.3,1.2,66.6,0.0
31.4,20.5,1.1,63.4,0.0
30.2,19.0,1.2,58.3,0.0
30.5,19.0,1.5,57.7,0.0
30.1,18.9,1.4,61.8,0.0
29.7,19.2,1.7,64.4,0.0
29.9,18.8,1.8,67.2,0.0
29.3,20.6,1.8,66.9,0.0
30.0,21.7,1.9,66.8,0.0
29.5,20.0,1.5,65.2,0.0
30.0,20.0,1.9,68.3,0.0
30.1,19.6,2.3,65.5,0.0
30.5,20.8,2.4,76.9,0.0
30.8,21.3,2.8,73.1,0.0
29.9,21.7,3.3,71.4,0.0
30.4,21.4,2.7,65.0,0.0
30.2,20.1,2.3,67.3,0.0
30.5,19.5,2.6,67.8,0.0
30.1,20.4,2.7,67.5,0.0
29.9,20.3,2.7,59.0,0.0
30.2,19.7,2.5,64.7,0.0
30.3,19.2,2.1,62.9,0.0
30.6,19.6,2.1,65.6,0.0
30.5,19.3,1.8,63.8,0.0
30.0,19.4,2.3,63.0,0.0
30.6,19.4,2.4,58.8,0.0
30.9,19.5,2.4,63.0,0.0
31.1,20.3,2.4,56.6,0.0
31.1,19.3,2.4,59.2,0.0
31.3,19.7,2.3,60.9,0.0
31.3,20.0,1.9,61.4,0.0
32.1,20.3,2.1,61.8,0.0
32.0,19.9,2.2,68.7,0.0
32.3,19.8,2.5,60.5,0.0
32.4,20.4,2.1,64.1,0.0
31.7,21.1,2.0,55.9,0.0
31.9,21.5,1.8,58.8,0.0
32.3,22.3,2.4,61.1,0.0
31.9,22.1,1.9,59.9,0.0
32.1,22.2,1.9,62.0,0.0
32.1,22.3,1.9,58.7,0.0
32.0,22.5,2.4,63.8,0.0
32.3,22.0,2.1,65.9,0.0
32.1,21.9,2.2,56.5,0.0
32.0,21.6,2.2,56.6,0.0
31.4,21.2,2.2,62.5,0.0
32.0,21.9,2.1,65.9,0.0
31.5,21.3,1.8,58.2,0.0
32.5,21.3,1.6,59.2,0.0
33.6,21.4,1.6,60.3,0.0
32.8,21.5,1.9,57.7,0.0
32.6,21.2,2.5,59.3,0.0
31.8,21.3,2.7,59.3,0.0
31.7,22.1,2.9,59.9,0.0
33.0,21.4,1.9,57.2,0.0
32.8,21.0,2.5,52.3,0.0
32.6,21.8,2.6,55.6,0.0
32.9,21.5,2.3,57.6,0.0
33.7,21.3,2.4,56.7,0.0
34.3,22.0,1.7,54.8,0.0
35.1,23.2,2.6,57.6,0.0
35.3,23.5,2.3,53.9,0.0
35.9,24.3,1.8,52.6,0.0
35.0,22.9,1.7,51.4,0.0
35.3,24.0,2.5,49.2,0.0
36.9,23.2,2.3,53.3,0.0
33.3,23.5,2.1,42.9,0.0
34.4,23.1,1.9,56.0,0.0
34.5,23.4,2.2,56.3,0.0
35.1,23.8,2.4,42.5,0.0
35.3,23.9,2.4,41.8,0.0
34.2,23.8,2.5,48.1,0.0
33.6,23.0,2.5,54.1,0.0
32.1,22.0,3.1,66.2,0.0
32.6,24.8,3.8,55.3,0.0
34.7,23.3,2.8,52.5,0.0
35.5,22.9,2.2,54.8,0.0
33.9,22.7,2.6,46.0,0.0
32.9,24.0,2.3,50.2,0.0
31.2,24.0,2.0,60.2,0.0
33.9,23.7,1.8,61.6,0.0
33.1,22.4,2.1,50.8,0.0
33.8,22.9,2.1,54.9,0.0
34.1,23.2,2.1,52.8,0.0
34.0,24.6,2.7,60.0,0.0
33.2,24.5,2.6,58.9,0.0
33.6,24.6,2.9,54.0,0.0
34.1,24.1,2.6,55.3,0.0
33.9,23.4,2.3,55.8,0.0
34.5,23.8,2.4,55.4,0.0
34.8,23.2,2.3,55.6,0.0
34.8,24.3,2.1,50.6,0.0
35.0,24.5,2.4,50.8,0.0
34.7,24.8,2.3,53.2,0.0
35.3,25.6,2.4,55.1,0.0
35.8,26.4,2.7,49.6,0.0
35.9,25.5,2.0,50.5,0.0
35.7,24.7,2.4,55.1,0.0
35.6,25.6,2.7,57.3,0.0
36.0,25.7,2.0,51.4,0.0
36.2,26.8,2.6,47.3,0.0
36.3,26.0,2.5,48.4,0.0
36.1,26.3,3.0,46.8,0.0
34.7,25.9,2.7,60.2,0.0
34.8,25.9,2.6,64.8,0.0
35.1,25.3,2.5,58.9,0.0
36.0,25.3,2.1,55.4,0.0
35.9,25.3,2.2,52.1,0.0
36.6,25.3,2.1,49.9,0.0
37.6,25.6,2.5,45.1,0.0
36.5,25.8,2.5,48.8,0.0
36.8,26.5,2.1,44.0,0.0
37.0,27.3,2.9,46.6,0.0
36.3,28.6,2.5,46.3,0.0
36.8,28.6,2.7,43.8,0.0
38.1,27.8,3.3,44.3,0.0
39.8,29.4,3.7,39.0,0.0
39.3,29.4,3.4,38.1,0.0
37.9,28.7,2.9,39.0,0.0
37.8,27.7,2.6,53.3,0.0
36.9,28.2,2.6,41.8,0.0
37.3,28.1,2.9,46.3,0.0
37.3,27.9,2.3,44.6,0.0
37.2,27.5,2.6,43.2,0.0
37.2,27.7,2.6,42.3,0.0
37.6,28.0,2.7,43.0,0.0
37.5,28.3,3.0,48.0,0.0
37.6,28.5,3.1,44.4,0.0
38.1,28.4,3.1,41.2,0.0
37.1,25.1,3.6,42.3,6.9
36.6,25.0,3.6,43.9,0.0
37.8,26.8,3.0,43.4,0.0
37.8,28.3,2.8,41.8,0.0
37.3,28.6,3.4,42.3,0.0
38.1,28.2,3.0,44.6,0.0
38.5,28.9,3.7,35.9,0.0
39.1,29.4,3.5,31.8,0.0
38.2,29.1,3.0,40.3,0.0
37.9,29.4,3.0,41.9,0.0
37.5,29.4,4.0,49.0,6.6
37.5,28.6,3.1,55.2,0.0
36.8,27.8,3.0,59.4,0.0
36.8,28.7,3.0,49.8,0.0
36.7,28.0,2.8,58.3,0.0
36.9,29.0,2.7,54.3,9.1
35.5,28.4,3.4,64.0,0.0
36.3,27.0,2.9,56.3,19.1
36.5,26.5,3.6,57.1,0.0
36.9,27.5,4.5,57.0,12.7
37.8,26.9,4.5,59.5,5.9
40.6,29.3,5.4,54.0,0.0
40.7,29.8,3.8,45.5,0.0
38.2,29.2,3.4,47.7,0.0
37.0,29.3,3.1,45.4,0.0
37.3,29.5,3.9,52.5,6.0
32.6,27.2,3.2,54.5,6.0
37.4,28.8,3.6,48.4,0.0
38.0,28.3,4.9,59.9,0.0
40.3,28.1,4.6,51.2,0.0
40.9,29.5,4.9,51.4,0.0
40.6,29.6,5.6,54.4,0.0
36.7,28.2,5.6,60.3,0.0
35.0,27.8,4.8,59.7,13.5
37.2,28.3,4.0,55.0,0.0
39.1,28.3,5.5,45.0,0.0
41.8,30.6,4.5,38.7,0.0
40.6,30.5,4.0,47.8,3.9
33.7,26.2,4.3,57.7,18.6
33.6,27.0,5.0,51.6,6.2
37.1,26.7,4.2,51.0,0.0
39.5,29.3,4.2,52.8,0.0
40.4,29.3,4.4,53.5,0.0
40.6,29.3,4.7,51.7,0.0
33.6,29.5,4.2,47.1,0.0
38.1,30.3,3.8,56.2,3.4
37.2,30.0,3.5,53.2,0.0
32.8,28.1,4.0,55.4,15.3
37.3,28.0,4.2,55.2,5.7
40.0,29.4,4.8,57.7,0.0
39.8,29.5,5.3,60.1,0.0
37.9,29.9,5.3,54.0,8.2
32.6,27.0,5.0,58.6,17.0
34.9,28.7,5.6,62.3,0.0
36.1,28.5,5.3,62.7,0.0
35.9,28.1,4.7,66.6,11.0
36.2,27.9,3.9,65.8,7.7
35.2,27.6,4.3,68.4,18.7
35.3,27.0,3.7,70.1,6.6
35.1,27.5,4.8,70.9,14.8
34.2,26.6,5.1,70.7,11.6
32.1,26.7,4.8,70.1,4.9
31.3,25.9,4.3,69.9,9.9
31.9,26.6,4.6,78.1,18.7
32.3,26.5,4.8,71.2,16.8
31.8,25.9,5.2,79.2,3.7
30.1,25.8,4.8,73.0,9.3
33.4,26.4,4.9,78.1,0.0
35.5,26.7,5.3,69.0,0.0
36.1,29.0,5.6,68.8,6.6
30.5,26.4,6.3,67.8,23.0
30.7,25.7,6.2,73.9,16.4
32.0,25.7,6.1,80.1,6.4
34.7,26.3,5.9,70.4,0.0
35.0,27.5,5.3,65.3,2.9
35.2,27.6,5.8,69.9,3.2
32.1,27.6,5.9,69.0,15.9
31.5,25.7,6.3,70.1,3.2
31.6,26.2,6.3,76.8,18.4
33.5,26.4,6.6,77.7,0.0
34.8,27.1,5.6,68.7,0.0
36.3,27.8,5.1,62.6,0.0
36.4,27.9,5.5,62.5,0.0
35.5,27.6,5.4,66.8,11.4
34.0,26.9,5.2,71.6,0.0
35.3,28.0,5.4,74.6,0.0
35.6,27.6,4.7,72.1,9.0
35.1,27.2,3.8,70.0,0.0
35.9,27.2,3.8,71.2,11.4
36.6,27.5,4.6,73.3,0.0
37.5,28.2,4.6,69.1,0.0
37.9,29.1,4.6,66.2,0.0
37.2,28.2,5.3,68.6,5.5
36.9,28.9,5.4,70.5,0.0
37.6,28.6,4.8,63.7,0.0
37.4,29.3,5.4,61.8,0.0
37.2,28.8,4.4,65.1,0.0
36.6,28.8,4.3,74.2,0.0
35.3,26.9,4.2,72.3,9.0
34.4,26.6,3.5,76.7,0.0
34.4,27.4,3.3,71.1,0.0
35.7,28.2,3.7,72.4,0.0
35.4,26.5,3.3,74.4,21.5
31.3,26.4,2.9,83.3,9.2
34.0,26.0,2.8,84.0,0.0
33.9,27.1,2.1,79.7,6.9
33.6,26.4,2.2,77.2,0.0
33.6,27.7,2.4,75.6,6.9
29.3,25.0,1.9,84.7,31.2
32.1,25.4,2.4,77.2,5.8
32.4,25.9,2.4,79.2,5.2
33.1,26.5,2.4,78.2,14.1
30.1,25.8,2.9,81.1,28.8
29.3,25.3,4.3,74.9,5.8
31.5,25.2,4.4,82.4,0.0
32.3,26.2,4.7,86.5,13.7
33.1,27.0,4.5,74.9,0.0
35.2,27.4,3.9,74.5,13.7
35.3,24.9,3.9,75.0,27.3
32.6,24.4,3.0,89.0,0.0
32.2,25.6,2.8,86.9,4.7
32.6,26.1,3.6,81.3,6.3
32.5,26.1,4.1,80.5,12.6
33.3,26.4,4.6,82.4,0.0
32.8,27.5,5.4,83.1,4.7
32.6,27.1,5.1,80.4,9.1
35.0,27.1,4.7,74.7,0.0
34.4,27.6,4.3,74.3,0.0
35.2,27.5,4.2,78.8,0.0
35.6,27.7,3.9,75.1,0.0
33.8,27.6,2.1,77.1,0.0
35.3,27.6,1.7,69.6,2.4
35.2,27.2,1.6,71.3,0.0
35.4,27.1,2.4,69.8,4.8
36.3,26.7,2.3,69.3,0.0
37.1,27.5,2.4,73.8,0.0
36.4,27.1,2.2,73.6,0.0
35.1,27.4,2.2,68.4,3.1
32.7,26.9,1.7,70.5,7.6
33.2,26.3,1.9,67.6,3.1
34.8,27.3,1.8,77.4,0.0
32.6,26.9,1.7,78.3,7.4
34.8,26.3,2.1,74.4,0.0
36.0,27.4,3.2,68.0,0.0
36.1,28.2,3.4,64.8,0.0
34.2,25.7,3.5,68.8,11.3
31.4,25.4,3.0,77.3,7.5
32.9,26.2,2.6,75.3,15.0
29.8,25.7,3.4,74.8,30.1
29.8,25.5,3.4,84.8,18.8
31.6,26.1,3.9,77.9,15.4
31.4,26.7,3.5,83.3,0.0
30.4,26.2,3.1,75.6,24.9
31.2,26.8,4.8,80.5,6.2
33.1,27.0,4.9,76.4,0.0
32.5,26.7,4.2,78.1,6.3
33.5,27.9,3.2,74.4,4.4
34.6,27.1,2.6,66.5,0.0
34.9,26.7,1.9,69.5,0.0
33.8,27.1,1.8,73.5,0.0
32.9,26.4,1.9,68.3,5.8
34.0,26.0,1.7,66.9,0.0
33.4,25.6,1.7,70.2,0.0
34.5,25.4,1.7,69.8,0.0
33.9,24.6,1.4,67.8,0.0
34.5,24.5,1.1,67.1,0.0
34.6,24.6,1.5,67.8,0.0
35.0,25.0,1.7,62.4,0.0
34.9,25.0,1.3,63.9,0.0
35.5,24.5,1.2,66.4,0.0
34.8,24.4,2.1,63.9,0.0
35.4,23.8,1.9,61.6,0.0
34.8,23.0,1.8,61.7,0.0
33.5,21.5,1.9,63.2,0.0
33.1,21.5,1.9,64.5,0.0
33.0,22.0,2.2,57.9,0.0
33.1,22.3,1.9,65.0,0.0
